seed,train_best_loss,train_best_epoch,test_fit_loss_best,test_rmse_all,test_r2_all,test_rmse_future,test_r2_future
0,1.1806504726409912,399,0.3747364282608032,1.7566347122192383,0.7449548840522766,1.8641754388809204,0.7268607020378113
3,1.2256462574005127,399,0.42224815487861633,1.8496390581130981,0.717233419418335,1.9622976779937744,0.6973501443862915
4,1.2512431144714355,398,0.36047786474227905,2.3331308364868164,0.5500831604003906,2.496115207672119,0.5102889537811279
1,1.2727869749069214,399,0.39384543895721436,2.341212272644043,0.5469608306884766,2.50270676612854,0.5076991319656372
2,1.2479606866836548,399,0.4000106751918793,2.448366165161133,0.5045419931411743,2.6192069053649902,0.46079957485198975
