source,target,lag
OAS3,LGALS3BP,0
OASL,TRIM14,0
OASL,XAF1,0
OLFM4,CHRNE,0
OLFM4,FZD4,0
ORM1,BMX,0
ORM1,FIGLA,0
PDZD4,CCR4,0
PDZD4,CLDN7,0
PDZD4,GPR15,0
PGLYRP1,ADAMTS14,0
PGLYRP1,DLG5,0
PGLYRP1,DYSF,0
PGLYRP1,MMP9,0
PLAU,ALPL,0
PLAU,CXCL6,0
PLAU,MARCO,0
PLCD3,DLG5,0
PLCD3,ZNF423,0
PML,AHDC1,0
PRF1,FGFBP2,0
PRF1,GZMB,0
RIGI,IFI44L,0
RIGI,IFIT3,0
RNF182,GLI1,0
RNF213,PML,0
RNF213,SIGLEC1,0
S100A12,FAM167B,0
S100A8,PLAU,0
S100A8,S100A9,0
S100A9,BMX,0
S100A9,ORM1,0
SIGLEC1,KCTD14,0
SIGLEC1,OAS3,0
SLC16A1,SPDYA,0
SPP1,APOL2,0
SPP1,LAPTM4B,0
SPP1,NR6A1,0
TMPRSS2,SIGLEC1,0
TMPRSS2,SIK1,0
TMPRSS2,TENM1,0
TP53I11,CXCL6,0
TP53I11,FADS3,0
TRDC,CCR3,0
TRIM14,DHX58,0
TRIM14,EIF2AK2,0
TRIM14,FAM216B,0
TRIM14,IRF7,0
TRIM14,OAS3,0
TRIM14,PML,0
TRPM2,CST7,0
TRPM2,KCNH7,0
U3,FZD4,0
USP18,IFIT3,0
VNN1,ADGRG3,0
VNN1,BMX,0
VNN1,ORM1,0
VNN1,TP53I11,0
VNN2,PLAU,0
VNN2,S100A8,0
XAF1,GBP7,0
XAF1,IFI27,0
XAF1,IRF7,0
XAF1,OASL,0
ZFPM2,CLC,0
ZFPM2,DSCC1,0
ZNF423,PRSS33,0
ADAMDEC1,CPA3,1
ADAMDEC1,IFI27,1
ADAMDEC1,MMP8,1
ADAMDEC1,OLFM4,1
ADAMTS14,MARCO,1
AHDC1,YES1,1
ALPL,BEX2,1
ANPEP,FADS3,1
AREG,GBP7,1
ARHGEF10,SPDYA,1
BEX2,ANPEP,1
BEX2,DYSF,1
BEX2,ORM1,1
BEX2,RORA,1
C1QA,CPA3,1
CABLES2,C1QA,1
CABLES2,GBP3,1
CDKN1C,EPX,1
CDKN1C,IL18R1,1
CDKN1C,MMP8,1
CDKN1C,TENM1,1
CLC,TRDC,1
CLTCL1,CLC,1
CXCL6,DDB1,1
CXCL6,SPDYA,1
CYP4F22,IL2RA,1
DDB1,DSCC1,1
DDB1,LYPD8,1
DDB1,MT-ND2,1
DDB1,NTRK1,1
DDB1,TP53I11,1
DENND5B,LANCL3,1
DLG5,S100A12,1
FAM167B,DDB1,1
FAM185A,RNF182,1
FAM185A,VNN2,1
FBLN2,ARHGEF10,1
FBXO39,ADAMTS14,1
FIGLA,FBXO39,1
FLT1,ISG15,1
GPR15,ADAMDEC1,1
GPR15,LAPTM4B,1
GPR15,TRDC,1
HMGN3,MCEMP1,1
HSH2D,ENTPD3,1
IGHM,IFI6,1
IGHM,PCDH1,1
IL2RA,ATP9A,1
IL2RA,CCR3,1
IL2RA,MMP9,1
IRF7,CST7,1
JCHAIN,FGFBP2,1
JCHAIN,GLI1,1
JCHAIN,GZMB,1
JCHAIN,OAS1,1
JCHAIN,RIGI,1
KCNMA1,MARCO,1
KCTD14,NR6A1,1
LANCL3,ADGRG3,1
LANCL3,BMX,1
LANCL3,CLDN7,1
LANCL3,FIGLA,1
LANCL3,IGHM,1
LANCL3,MMP10,1
LANCL3,NGFR,1
LANCL3,PDZD4,1
LANCL3,RNU6-1188P,1
LANCL3,S100A9,1
LANCL3,YES1,1
LGALS3BP,S100A8,1
LGALS3BP,VNN2,1
MARCO,IGHM,1
NBL1,CYP4F22,1
NBL1,ENTPD3,1
NBL1,IL18R1,1
NBL1,KCNH7,1
NBL1,LANCL3,1
NBL1,NR2E1,1
NBL1,TRIM6,1
NBL1,VNN1,1
NGFR,AREG,1
NGFR,FADS3,1
NGFR,MMP10,1
NGFR,YEATS4,1
NR2E1,FOSB,1
NTRK1,YES1,1
PAK3,ORM1,1
PLCD3,MCEMP1,1
PRSS33,GBP3,1
RNF182,GBP3,1
RNF182,PAK3,1
RNF213,IL18RAP,1
RNF213,MCEMP1,1
RORA,CHRNE,1
RORA,CPA3,1
RORA,DHX58,1
RORA,FAM216B,1
RORA,FOSB,1
RORA,HERC5,1
RORA,HSH2D,1
RORA,IFI27,1
RORA,IFI44,1
RORA,LEPR,1
RORA,MX1,1
RORA,NR6A1,1
RORA,OAS1,1
RORA,OAS3,1
RORA,OASL,1
RORA,PLCD3,1
RORA,PML,1
RORA,RIGI,1
RORA,SIK1,1
RORA,TMPRSS2,1
RORA,XAF1,1
RSAD2,CLNK,1
RSAD2,TRIM14,1
SIK1,APOL2,1
SLC16A1,CTLA4,1
SLC16A1,DYSF,1
SLC16A1,PRSS33,1
SPDYA,ARHGEF10,1
SPDYA,BEX2,1
SPDYA,GZMB,1
SPDYA,Metazoa_SRP,1
SPDYA,PRF1,1
SPDYA,U3,1
TMPRSS2,GBP7,1
TMPRSS2,PAK3,1
TRDC,CLNK,1
TRDC,COL11A1,1
TRDC,FOSB,1
TRDC,IFIT3,1
TRDC,RSAD2,1
TRIM6,ENTPD3,1
TRIM6,MMP8,1
U3,FAM185A,1
U3,NGFR,1
USP18,TRIM6,1
USP18,XAF1,1
ZFPM2,CTLA4,1
ZNF423,EREG,1
ZNF423,MCEMP1,1
ZNF423,SIK1,1
ZNF423,VNN2,1
ADAMTS14,AREG,2
ADAMTS14,FGFBP2,2
ADAMTS14,GLI1,2
ADAMTS14,TRDC,2
AHDC1,ARHGEF10,2
AREG,CTLA4,2
AREG,EQTN,2
AREG,NR2E1,2
AREG,NTRK1,2
AREG,PRSS33,2
ARHGEF10,APOL6,2
ARHGEF10,AREG,2
ARHGEF10,C1QA,2
ARHGEF10,CCR4,2
ARHGEF10,IFIT3,2
ARHGEF10,KCNMA1,2
ARHGEF10,LYPD8,2
ARHGEF10,Metazoa_SRP,2
ARHGEF10,PRSS33,2
ARHGEF10,RNF182,2
ARHGEF10,SLC16A1,2
ARHGEF10,SPDYA,2
BCL2L14,APOL2,2
BEX2,AHDC1,2
BEX2,ANPEP,2
BEX2,CHRNE,2
BEX2,DDX60,2
BEX2,EQTN,2
BEX2,FBXO39,2
BEX2,ISG15,2
BEX2,LGALS3BP,2
BEX2,OAS2,2
BEX2,PML,2
BEX2,SPP1,2
BEX2,USP18,2
BMX,RORA,2
CABLES2,FADS3,2
CABLES2,U3,2
CDKN1C,CPA3,2
CDKN1C,DYSF,2
CDKN1C,OLFM4,2
CDKN1C,ZFPM2,2
CLC,COL11A1,2
CLC,DHX58,2
CLC,IFI44L,2
CLC,MX2,2
CLC,OAS1,2
CLC,TMPRSS2,2
CLC,USP18,2
CTLA4,NBL1,2
CXCL6,ANPEP,2
CXCL6,ATP9A,2
CXCL6,CST7,2
CXCL6,NR2E1,2
CXCL6,NTRK1,2
CXCL6,RORA,2
CXCL6,ZFPM2,2
CXCL6,ZNF423,2
DDB1,S100A12,2
DENND5B,ATP9A,2
FADS3,PLAU,2
FAM167B,ADAMDEC1,2
FAM167B,C1QA,2
FAM167B,CLDN7,2
FAM167B,EREG,2
FAM167B,HMGN3,2
FAM167B,JCHAIN,2
FAM167B,KCNMA1,2
FAM185A,DDB1,2
FAM185A,GBP7,2
FAM185A,IRF7,2
FAM185A,MX2,2
FAM185A,OAS2,2
FAM185A,PLCD3,2
FAM185A,SLC16A1,2
FGFBP2,DENND5B,2
FGFBP2,ENTPD3,2
FGFBP2,LGALS3BP,2
FGFBP2,TRIM6,2
FLT1,GLI1,2
FOSB,LANCL3,2
GBP7,FIGLA,2
GBP7,MMP1,2
GLI1,IL18R1,2
GLI1,MMP9,2
GLI1,PGLYRP1,2
GPR15,ADAMDEC1,2
GPR15,CABLES2,2
GPR15,DSCC1,2
GPR15,JCHAIN,2
GPR15,LEPR,2
IGHM,HSH2D,2
IGHM,IFI6,2
IGHM,TENM1,2
IGHM,TRPM2,2
IL18RAP,IGHM,2
KCNH7,TRDC,2
LGALS3BP,FAM167B,2
NBL1,ADGRG3,2
NBL1,CCR3,2
NBL1,FBLN2,2
NBL1,FZD4,2
NBL1,IL18RAP,2
NBL1,MMP10,2
NBL1,OLFM4,2
NBL1,S100A9,2
NBL1,TRPM2,2
NGFR,BCL2L14,2
NGFR,CDKN1C,2
NR2E1,NBL1,2
NR6A1,AHDC1,2
NR6A1,CCR3,2
NR6A1,DLG5,2
NR6A1,JCHAIN,2
NR6A1,LEPR,2
NR6A1,LGALS3BP,2
NR6A1,YEATS4,2
NTRK1,DSCC1,2
ORM1,ALPL,2
ORM1,FLT1,2
PAK3,ADGRG3,2
PAK3,CSGALNACT1,2
PLAU,EPX,2
PLAU,NBL1,2
PLCD3,FAM167B,2
PRSS33,IL2RA,2
RNU6-1188P,BCL2L14,2
RORA,ADAMTS14,2
RORA,ALPL,2
RORA,ARHGEF10,2
RORA,BCL2L14,2
RORA,CST7,2
RORA,FIGLA,2
RORA,MT-ND2,2
RORA,NR2E1,2
RORA,TP53I11,2
SIK1,FGFBP2,2
SIK1,NTRK1,2
SLC16A1,FAM167B,2
SPDYA,CLTCL1,2
SPDYA,CXCL6,2
SPDYA,JCHAIN,2
SPDYA,MARCO,2
SPDYA,PAK3,2
TRDC,IFI27,2
TRDC,RSAD2,2
YEATS4,GPR15,2
ZFPM2,FBXO39,2
ZFPM2,USP18,2
