source,target,lag
IRF7,PAK3,0
ISG15,DDX60,0
ISG15,HERC5,0
ISG15,IFI44L,0
ISG15,IFIT2,0
ISG15,RIGI,0
JCHAIN,GPR15,0
KCNH7,FLT1,0
KCNMA1,CCR4,0
KCTD14,KCNMA1,0
LAPTM4B,DSCC1,0
LAPTM4B,SPP1,0
LEPR,ADAMDEC1,0
LYPD8,KCNH7,0
MARCO,JCHAIN,0
MCEMP1,ATP9A,0
MCEMP1,IL18RAP,0
MCEMP1,MMP10,0
MCEMP1,YES1,0
MMP1,MMP8,0
MMP1,RNU6-1188P,0
MMP10,S100A9,0
MMP8,MMP1,0
MMP8,RNU6-1188P,0
MMP9,DYSF,0
MMP9,PGLYRP1,0
MT-ND2,CLDN7,0
MT-ND2,CTLA4,0
MX1,IFI44,0
MX1,IFIT2,0
MX1,MX2,0
MX2,CLNK,0
MX2,DHX58,0
Metazoa_SRP,CYP4F22,0
Metazoa_SRP,DDB1,0
NR2E1,ZNF423,0
NR6A1,FBLN2,0
NR6A1,SLC16A1,0
NTRK1,CTLA4,0
NTRK1,EREG,0
NTRK1,FAM185A,0
OAS1,IFIT2,0
OAS1,U3,0
OAS1,XAF1,0
OAS2,DHX58,0
OAS2,MX2,0
OAS3,EIF2AK2,0
OAS3,FBXO39,0
OAS3,TRIM6,0
OASL,MX2,0
OASL,XAF1,0
OLFM4,CHRNE,0
OLFM4,CST7,0
OLFM4,FZD4,0
ORM1,BMX,0
ORM1,CLTCL1,0
ORM1,FIGLA,0
PDZD4,EPX,0
PGLYRP1,CRISPLD2,0
PGLYRP1,ENTPD3,0
PGLYRP1,MMP9,0
PLAU,CXCL6,0
PLCD3,NBL1,0
PLCD3,PGLYRP1,0
PML,AHDC1,0
PML,NGFR,0
PML,RNF213,0
PRF1,GZMB,0
PRF1,IFI44L,0
RIGI,IFI44,0
RIGI,IFI44L,0
RIGI,RSAD2,0
RNF182,BEX2,0
RNF182,GLI1,0
RNF213,FAM216B,0
RNF213,KCTD14,0
RNF213,LGALS3BP,0
S100A12,YES1,0
S100A8,MCEMP1,0
S100A8,MMP10,0
S100A8,S100A9,0
S100A8,VNN2,0
S100A9,BMX,0
S100A9,S100A12,0
SIGLEC1,KCTD14,0
SIGLEC1,OAS3,0
SIGLEC1,SIK1,0
SPDYA,SLC16A1,0
SPDYA,ZFPM2,0
SPP1,CLC,0
TMPRSS2,FOSB,0
TMPRSS2,OAS3,0
TMPRSS2,SIK1,0
TP53I11,ADAMTS14,0
TRDC,CCR3,0
TRDC,FAM185A,0
TRIM14,EIF2AK2,0
TRIM14,OAS3,0
TRIM14,TRIM6,0
TRIM6,IL2RA,0
TRIM6,LGALS3BP,0
TRIM6,PAK3,0
TRPM2,DYSF,0
TRPM2,IL18RAP,0
TRPM2,MMP8,0
USP18,IFIT3,0
USP18,PCDH1,0
VNN1,BMX,0
VNN1,LANCL3,0
VNN2,S100A12,0
VNN2,YEATS4,0
XAF1,IRF7,0
YEATS4,EQTN,0
YEATS4,LEPR,0
ZFPM2,CLC,0
ZFPM2,SLC16A1,0
ZFPM2,SPDYA,0
ZNF423,PRSS33,0
ADAMDEC1,CPA3,1
ADAMDEC1,OLFM4,1
AHDC1,CCR4,1
AHDC1,IL2RA,1
AHDC1,LAPTM4B,1
ANPEP,FADS3,1
ANPEP,PML,1
APOL2,ARHGEF10,1
APOL2,FLT1,1
AREG,GBP7,1
ARHGEF10,SPDYA,1
BEX2,LGALS3BP,1
BEX2,RORA,1
C1QA,OLFM4,1
CABLES2,APOL6,1
CABLES2,C1QA,1
CABLES2,CLTCL1,1
CABLES2,FZD4,1
CABLES2,KCNMA1,1
CDKN1C,CSGALNACT1,1
CDKN1C,MMP1,1
CLC,TRDC,1
CLNK,CLTCL1,1
CXCL6,SPDYA,1
CYP4F22,IL2RA,1
DDB1,CLC,1
DDB1,CLTCL1,1
DDB1,FAM185A,1
DDB1,IRF7,1
DDB1,LAPTM4B,1
DDB1,MT-ND2,1
DDB1,NTRK1,1
DDB1,ZNF423,1
DLG5,S100A9,1
FADS3,FAM167B,1
FAM167B,DDB1,1
FAM167B,NBL1,1
FAM185A,CTLA4,1
FBLN2,ARHGEF10,1
FBXO39,DENND5B,1
FBXO39,TP53I11,1
FIGLA,SIGLEC1,1
FLT1,IL18R1,1
FLT1,JCHAIN,1
FLT1,RNU6-1188P,1
FOSB,DENND5B,1
GBP7,IGHM,1
GBP7,LANCL3,1
GPR15,CABLES2,1
GPR15,JCHAIN,1
GPR15,SPP1,1
IGHM,CDKN1C,1
IL2RA,ATP9A,1
IL2RA,CCR3,1
JCHAIN,FGFBP2,1
JCHAIN,GLI1,1
JCHAIN,IFI44,1
JCHAIN,IFI6,1
JCHAIN,PRF1,1
JCHAIN,RIGI,1
LANCL3,ADGRG3,1
LANCL3,BMX,1
LANCL3,CCR4,1
LANCL3,IGHM,1
LANCL3,KCNMA1,1
LANCL3,ORM1,1
LEPR,OLFM4,1
LGALS3BP,S100A8,1
LGALS3BP,VNN2,1
MARCO,IGHM,1
NBL1,ADGRG3,1
NBL1,DLG5,1
NBL1,ENTPD3,1
NBL1,IRF7,1
NBL1,KCNH7,1
NBL1,LYPD8,1
NGFR,LYPD8,1
NGFR,VNN2,1
NR6A1,APOL2,1
NR6A1,ZFPM2,1
NTRK1,YES1,1
PLCD3,MCEMP1,1
PRSS33,CYP4F22,1
PRSS33,EPX,1
PRSS33,GBP3,1
RNF213,IL18RAP,1
RORA,EIF2AK2,1
RORA,EQTN,1
RORA,HERC5,1
RORA,HMGN3,1
RORA,HSH2D,1
RORA,IRF7,1
RORA,ISG15,1
RORA,LAPTM4B,1
RORA,MX2,1
RORA,OAS1,1
RORA,OAS3,1
RORA,OASL,1
RORA,PML,1
RORA,SIGLEC1,1
RORA,SIK1,1
RORA,TMPRSS2,1
RORA,TRIM6,1
RORA,XAF1,1
RSAD2,CLNK,1
RSAD2,IFI27,1
RSAD2,OASL,1
SIK1,EQTN,1
SLC16A1,FADS3,1
SPDYA,ARHGEF10,1
SPDYA,EREG,1
TMPRSS2,BCL2L14,1
TRDC,GZMB,1
TRDC,HSH2D,1
TRDC,MX1,1
TRIM6,MMP9,1
U3,FAM185A,1
USP18,XAF1,1
ZNF423,EREG,1
ZNF423,MCEMP1,1
ZNF423,S100A12,1
ZNF423,S100A8,1
ADAMTS14,GLI1,2
ADAMTS14,RNF182,2
ADAMTS14,TRDC,2
ANPEP,CXCL6,2
AREG,NR2E1,2
AREG,NR6A1,2
AREG,PRSS33,2
AREG,RNF182,2
AREG,TP53I11,2
ARHGEF10,ANPEP,2
ARHGEF10,AREG,2
ARHGEF10,BEX2,2
ARHGEF10,DDB1,2
ARHGEF10,DYSF,2
ARHGEF10,FAM167B,2
ARHGEF10,GLI1,2
ARHGEF10,KCTD14,2
ARHGEF10,NGFR,2
ARHGEF10,NR6A1,2
ARHGEF10,OAS1,2
ARHGEF10,PRSS33,2
ARHGEF10,RNF182,2
ARHGEF10,SPDYA,2
BCL2L14,YEATS4,2
BEX2,AHDC1,2
BEX2,ANPEP,2
BEX2,CHRNE,2
BEX2,EQTN,2
BEX2,FAM216B,2
BEX2,FBXO39,2
BEX2,LEPR,2
BEX2,LGALS3BP,2
BEX2,MMP10,2
BEX2,NGFR,2
BEX2,NR6A1,2
BEX2,OASL,2
BEX2,TRIM14,2
BEX2,USP18,2
BEX2,YEATS4,2
BMX,RORA,2
CABLES2,CCR3,2
CABLES2,CHRNE,2
CABLES2,CPA3,2
CLC,DDX60,2
CLC,HERC5,2
CLC,IFIT2,2
CLC,IFIT3,2
CLC,OAS1,2
CLC,PRF1,2
CLC,RIGI,2
CLC,RSAD2,2
CLC,TMPRSS2,2
CLC,TRIM14,2
CLC,USP18,2
CXCL6,ANPEP,2
CXCL6,DSCC1,2
CXCL6,DYSF,2
CXCL6,ENTPD3,2
CXCL6,EREG,2
CXCL6,GPR15,2
CXCL6,LYPD8,2
CXCL6,NR2E1,2
CXCL6,TRPM2,2
DDB1,PDZD4,2
DDB1,PLAU,2
DENND5B,ATP9A,2
DENND5B,Metazoa_SRP,2
FADS3,CABLES2,2
FADS3,CLDN7,2
FAM167B,CLDN7,2
FAM167B,CRISPLD2,2
FAM167B,CSGALNACT1,2
FAM167B,HMGN3,2
FAM167B,MT-ND2,2
FAM185A,FOSB,2
FAM185A,PLCD3,2
FGFBP2,DLG5,2
FGFBP2,LANCL3,2
FGFBP2,TRIM6,2
FIGLA,ARHGEF10,2
FOSB,KCNH7,2
GBP3,PCDH1,2
GBP7,FIGLA,2
GBP7,MMP1,2
GLI1,MMP8,2
GLI1,MMP9,2
GLI1,TRPM2,2
GPR15,ADAMDEC1,2
GPR15,CABLES2,2
GPR15,HMGN3,2
GPR15,LEPR,2
GPR15,SPP1,2
IGHM,CST7,2
IGHM,FBXO39,2
IGHM,IFI27,2
IGHM,IFI6,2
IGHM,IFIT3,2
IGHM,MX1,2
IGHM,OAS1,2
IGHM,OAS2,2
IGHM,OASL,2
IGHM,TENM1,2
IGHM,TRIM14,2
IL18RAP,IGHM,2
IL18RAP,S100A12,2
IL2RA,MARCO,2
KCNH7,RORA,2
KCNH7,TRDC,2
LANCL3,MARCO,2
LANCL3,PRSS33,2
NBL1,CPA3,2
NBL1,CST7,2
NBL1,FIGLA,2
NBL1,FZD4,2
NBL1,OLFM4,2
NBL1,PDZD4,2
NBL1,S100A9,2
NGFR,BCL2L14,2
NGFR,FLT1,2
NR6A1,ANPEP,2
NR6A1,LEPR,2
NR6A1,NGFR,2
NR6A1,PLAU,2
NR6A1,TMPRSS2,2
NR6A1,TRIM14,2
NTRK1,PAK3,2
NTRK1,ZNF423,2
ORM1,ALPL,2
PAK3,ADGRG3,2
PAK3,CSGALNACT1,2
PAK3,CYP4F22,2
PAK3,IL18R1,2
PAK3,PDZD4,2
PLCD3,FAM167B,2
PRSS33,CDKN1C,2
PRSS33,NBL1,2
RORA,BCL2L14,2
RORA,CST7,2
RORA,CXCL6,2
RORA,FADS3,2
RORA,FBLN2,2
RORA,IL18RAP,2
RORA,LYPD8,2
RORA,NR2E1,2
RORA,PLAU,2
RORA,VNN1,2
RORA,YEATS4,2
SIK1,BEX2,2
SIK1,NTRK1,2
SLC16A1,RNF182,2
SLC16A1,VNN2,2
SPDYA,CXCL6,2
SPP1,GPR15,2
TRDC,CLNK,2
TRDC,IFI44,2
TRDC,PCDH1,2
TRDC,RSAD2,2
U3,PRF1,2
USP18,ORM1,2
ZFPM2,FBXO39,2
ZFPM2,FGFBP2,2
ZFPM2,GZMB,2
