source,target,lag
ORM1,FIGLA,0
PCDH1,LANCL3,0
PDZD4,CCR4,0
PDZD4,GPR15,0
PGLYRP1,ADAMTS14,0
PGLYRP1,ANPEP,0
PGLYRP1,DYSF,0
PGLYRP1,ENTPD3,0
PLAU,ALPL,0
PLAU,MARCO,0
PLAU,VNN2,0
PLCD3,ZNF423,0
PML,RNF213,0
PRF1,COL11A1,0
PRF1,TRDC,0
PRSS33,FADS3,0
RIGI,IFIT3,0
RIGI,MX1,0
RNF182,BEX2,0
RNF182,FAM167B,0
RNF182,GLI1,0
RNF213,SIGLEC1,0
S100A12,FAM167B,0
S100A12,YES1,0
S100A8,IL18RAP,0
S100A8,S100A12,0
S100A8,S100A9,0
S100A9,MCEMP1,0
S100A9,MMP10,0
S100A9,VNN1,0
SIGLEC1,AHDC1,0
SIGLEC1,FOSB,0
SIGLEC1,LGALS3BP,0
SIGLEC1,RNF213,0
SIGLEC1,SIK1,0
SIK1,AREG,0
SIK1,KCTD14,0
SLC16A1,DDB1,0
SPP1,EQTN,0
SPP1,FBLN2,0
SPP1,LAPTM4B,0
TENM1,FBXO39,0
TENM1,FOSB,0
TMPRSS2,HSH2D,0
TMPRSS2,SIK1,0
TP53I11,ADAMTS14,0
TP53I11,ZNF423,0
TRDC,ZFPM2,0
TRIM14,FAM216B,0
TRIM14,FBXO39,0
TRPM2,ALPL,0
TRPM2,ATP9A,0
TRPM2,DYSF,0
USP18,ISG15,0
VNN1,IL18R1,0
VNN2,MCEMP1,0
XAF1,DHX58,0
XAF1,IRF7,0
XAF1,PAK3,0
YEATS4,EQTN,0
YEATS4,LEPR,0
YES1,S100A12,0
ZFPM2,CCR3,0
ZFPM2,CLC,0
ZFPM2,DSCC1,0
ADAMDEC1,CRISPLD2,1
ADAMDEC1,IFI27,1
ADAMDEC1,MMP8,1
ADAMDEC1,OLFM4,1
ADAMDEC1,PDZD4,1
AHDC1,CCR4,1
AHDC1,FBLN2,1
ANPEP,AHDC1,1
ARHGEF10,BCL2L14,1
BCL2L14,CDKN1C,1
BEX2,RORA,1
C1QA,CPA3,1
C1QA,PGLYRP1,1
CABLES2,APOL6,1
CABLES2,GBP3,1
CABLES2,MARCO,1
CABLES2,RNF182,1
CDKN1C,FIGLA,1
CDKN1C,MMP1,1
CDKN1C,MMP8,1
CDKN1C,TENM1,1
CLNK,CLTCL1,1
CSGALNACT1,ZFPM2,1
CYP4F22,IL2RA,1
DDB1,CLTCL1,1
DDB1,DSCC1,1
DDB1,IRF7,1
DDB1,LAPTM4B,1
DDB1,MT-ND2,1
DDB1,NTRK1,1
DDB1,PLCD3,1
DDB1,TP53I11,1
DDB1,TRIM6,1
DENND5B,PLAU,1
DYSF,CTLA4,1
EPX,IL2RA,1
FADS3,PRSS33,1
FBLN2,ARHGEF10,1
FBXO39,DENND5B,1
FLT1,COL11A1,1
FLT1,JCHAIN,1
GPR15,CABLES2,1
GPR15,EPX,1
GPR15,JCHAIN,1
HSH2D,DYSF,1
IGHM,RORA,1
IL2RA,CST7,1
IL2RA,LGALS3BP,1
IL2RA,MMP9,1
IRF7,CST7,1
IRF7,VNN1,1
JCHAIN,GLI1,1
JCHAIN,HERC5,1
JCHAIN,IFI27,1
JCHAIN,IFI44L,1
JCHAIN,ISG15,1
KCNMA1,MARCO,1
LANCL3,BMX,1
LANCL3,CCR4,1
LANCL3,CLDN7,1
LANCL3,CSGALNACT1,1
LANCL3,IGHM,1
LANCL3,KCNMA1,1
LANCL3,MMP10,1
LANCL3,Metazoa_SRP,1
LANCL3,S100A9,1
LAPTM4B,ALPL,1
LGALS3BP,PLAU,1
LGALS3BP,S100A8,1
MMP1,ZFPM2,1
MT-ND2,CHRNE,1
NBL1,ADGRG3,1
NBL1,CHRNE,1
NBL1,CRISPLD2,1
NBL1,DLG5,1
NBL1,HMGN3,1
NBL1,LANCL3,1
NBL1,PGLYRP1,1
NBL1,VNN1,1
NGFR,FADS3,1
NGFR,VNN2,1
NR2E1,FOSB,1
NR6A1,RORA,1
NR6A1,ZFPM2,1
PRSS33,EPX,1
RNF213,MCEMP1,1
RNF213,TP53I11,1
RORA,AHDC1,1
RORA,CHRNE,1
RORA,CLNK,1
RORA,CRISPLD2,1
RORA,DHX58,1
RORA,DLG5,1
RORA,EIF2AK2,1
RORA,HMGN3,1
RORA,IFI27,1
RORA,IFI6,1
RORA,IFIT3,1
RORA,IRF7,1
RORA,ISG15,1
RORA,KCTD14,1
RORA,LAPTM4B,1
RORA,MX2,1
RORA,NR6A1,1
RORA,OASL,1
RORA,OLFM4,1
RORA,PLCD3,1
RORA,RIGI,1
RORA,RNF213,1
RORA,SPDYA,1
RORA,TMPRSS2,1
RORA,TRIM14,1
RSAD2,CLNK,1
RSAD2,MX2,1
RSAD2,XAF1,1
SIGLEC1,BMX,1
SLC16A1,PRSS33,1
SPDYA,ARHGEF10,1
SPDYA,U3,1
TMPRSS2,BCL2L14,1
TMPRSS2,GBP7,1
TRDC,IFI44,1
TRDC,ISG15,1
TRIM6,MMP8,1
U3,CXCL6,1
YES1,PAK3,1
ZFPM2,CTLA4,1
ZNF423,BMX,1
ZNF423,EREG,1
ZNF423,MCEMP1,1
ZNF423,RNF182,1
ZNF423,VNN2,1
ADAMTS14,ADAMDEC1,2
ADAMTS14,AREG,2
ADAMTS14,CLDN7,2
ADAMTS14,DDB1,2
ADAMTS14,FGFBP2,2
ADAMTS14,GLI1,2
ADAMTS14,KCNMA1,2
ADAMTS14,RNF182,2
AHDC1,ARHGEF10,2
ALPL,CXCL6,2
ANPEP,CXCL6,2
APOL2,RNU6-1188P,2
AREG,EQTN,2
AREG,NR2E1,2
ARHGEF10,APOL6,2
ARHGEF10,BEX2,2
ARHGEF10,EREG,2
ARHGEF10,FGFBP2,2
ARHGEF10,FIGLA,2
ARHGEF10,FZD4,2
ARHGEF10,GBP3,2
ARHGEF10,GZMB,2
ARHGEF10,IFI44L,2
ARHGEF10,IFIT2,2
ARHGEF10,KCNMA1,2
ARHGEF10,KCTD14,2
ARHGEF10,LYPD8,2
ARHGEF10,MT-ND2,2
ARHGEF10,NGFR,2
ARHGEF10,NR6A1,2
ARHGEF10,NTRK1,2
ARHGEF10,PRSS33,2
ARHGEF10,RNF182,2
BCL2L14,APOL2,2
BEX2,ANPEP,2
BEX2,CLC,2
BEX2,DHX58,2
BEX2,EIF2AK2,2
BEX2,FAM216B,2
BEX2,GZMB,2
BEX2,IFI44,2
BEX2,LGALS3BP,2
BEX2,MX2,2
BEX2,OAS3,2
BEX2,RNF213,2
BEX2,RNU6-1188P,2
BEX2,SLC16A1,2
BEX2,YEATS4,2
BMX,RORA,2
CABLES2,FADS3,2
CABLES2,FZD4,2
CABLES2,U3,2
CLC,EIF2AK2,2
CLC,HERC5,2
CLC,MX1,2
CLC,OAS3,2
CLC,PRF1,2
CLC,RIGI,2
CLC,RSAD2,2
CTLA4,DDB1,2
CTLA4,NBL1,2
CXCL6,ANPEP,2
CXCL6,ATP9A,2
CXCL6,DLG5,2
CXCL6,ENTPD3,2
CXCL6,GPR15,2
CXCL6,KCNH7,2
CXCL6,NR2E1,2
CXCL6,PGLYRP1,2
CXCL6,TRPM2,2
CXCL6,ZNF423,2
DDB1,KCNH7,2
DDB1,SPDYA,2
DENND5B,IL18RAP,2
DENND5B,Metazoa_SRP,2
EQTN,SPDYA,2
FAM167B,C1QA,2
FAM167B,CLC,2
FAM167B,CLTCL1,2
FAM167B,CSGALNACT1,2
FAM167B,HMGN3,2
FAM167B,HSH2D,2
FAM167B,KCNH7,2
FAM167B,KCNMA1,2
FAM167B,LAPTM4B,2
FAM167B,MT-ND2,2
FAM167B,PLCD3,2
FAM185A,APOL6,2
FAM185A,EIF2AK2,2
FAM185A,FAM216B,2
FAM185A,GBP3,2
FAM185A,LGALS3BP,2
FAM185A,MX2,2
FAM185A,PAK3,2
FAM185A,PRF1,2
FAM185A,SLC16A1,2
FGFBP2,CLC,2
FGFBP2,LANCL3,2
FIGLA,ARHGEF10,2
GBP7,MMP1,2
GLI1,CSGALNACT1,2
GLI1,MMP9,2
GLI1,PGLYRP1,2
GPR15,ADAMDEC1,2
GPR15,APOL6,2
GPR15,DSCC1,2
GPR15,FZD4,2
GPR15,LEPR,2
GPR15,S100A12,2
IGHM,HSH2D,2
IGHM,IFI6,2
IGHM,IFIT3,2
IGHM,OAS1,2
IGHM,RIGI,2
IGHM,TENM1,2
IL18RAP,IGHM,2
KCNH7,TRDC,2
KCTD14,APOL2,2
LANCL3,MT-ND2,2
LANCL3,PRSS33,2
LGALS3BP,BEX2,2
NBL1,ATP9A,2
NBL1,CST7,2
NBL1,CYP4F22,2
NBL1,FZD4,2
NBL1,IL18RAP,2
NBL1,PDZD4,2
NBL1,S100A8,2
NBL1,TRPM2,2
NGFR,BCL2L14,2
NR6A1,ANPEP,2
NR6A1,LEPR,2
NR6A1,PML,2
NR6A1,SIGLEC1,2
NR6A1,TRIM14,2
NR6A1,YEATS4,2
NTRK1,FAM185A,2
NTRK1,ZNF423,2
ORM1,FLT1,2
PAK3,CSGALNACT1,2
PAK3,CYP4F22,2
PAK3,EPX,2
PAK3,IL18R1,2
PAK3,PDZD4,2
PRSS33,IL2RA,2
RNU6-1188P,ALPL,2
RORA,ADAMTS14,2
RORA,APOL2,2
RORA,CTLA4,2
RORA,CXCL6,2
RORA,DENND5B,2
RORA,FBLN2,2
RORA,LYPD8,2
RORA,NR2E1,2
RORA,NR6A1,2
RORA,S100A9,2
RORA,SPP1,2
RORA,VNN1,2
RORA,YEATS4,2
SIK1,NTRK1,2
SLC16A1,SIK1,2
SPP1,CABLES2,2
SPP1,GPR15,2
TRDC,CLNK,2
TRDC,PCDH1,2
TRDC,RSAD2,2
U3,LEPR,2
U3,PRF1,2
ZFPM2,FGFBP2,2
ZFPM2,GZMB,2
