source,target,lag
CXCL6,ZNF423,2
DDB1,KCNH7,2
DDB1,LANCL3,2
DDB1,NR2E1,2
DDB1,PDZD4,2
DDB1,S100A12,2
DDB1,VNN2,2
DENND5B,ATP9A,2
DENND5B,Metazoa_SRP,2
EQTN,SPDYA,2
EQTN,YES1,2
FADS3,CABLES2,2
FAM167B,CLTCL1,2
FAM167B,CSGALNACT1,2
FAM167B,HMGN3,2
FAM167B,HSH2D,2
FAM167B,IRF7,2
FAM167B,KCNH7,2
FAM185A,DDB1,2
FAM185A,FOSB,2
FAM185A,MX1,2
FAM185A,MX2,2
FAM185A,OASL,2
FAM185A,PAK3,2
FAM185A,PLCD3,2
FAM185A,SLC16A1,2
FAM185A,TMPRSS2,2
FAM185A,TRIM6,2
FGFBP2,ENTPD3,2
FLT1,GLI1,2
FOSB,KCNH7,2
GBP3,RORA,2
GBP7,FIGLA,2
GBP7,MMP1,2
GLI1,MMP8,2
GLI1,MMP9,2
GLI1,PGLYRP1,2
GPR15,APOL6,2
GPR15,DSCC1,2
GPR15,FZD4,2
GPR15,JCHAIN,2
GPR15,LEPR,2
GPR15,S100A8,2
IGHM,HERC5,2
IGHM,OAS2,2
IGHM,RNF213,2
IGHM,TRIM14,2
IL18RAP,IGHM,2
KCNH7,RORA,2
KCNH7,TRDC,2
KCTD14,APOL2,2
MARCO,PCDH1,2
NBL1,FBLN2,2
NBL1,FZD4,2
NBL1,OLFM4,2
NBL1,PDZD4,2
NGFR,CDKN1C,2
NR6A1,ANPEP,2
NR6A1,EQTN,2
NR6A1,FAM216B,2
NR6A1,JCHAIN,2
NR6A1,NGFR,2
NR6A1,SIK1,2
NTRK1,FAM185A,2
NTRK1,ZNF423,2
ORM1,ALPL,2
ORM1,FLT1,2
PAK3,CYP4F22,2
PAK3,EPX,2
PAK3,HMGN3,2
PAK3,IL18R1,2
PAK3,PDZD4,2
PLAU,FLT1,2
PLAU,NBL1,2
PRSS33,IL2RA,2
RORA,ADAMTS14,2
RORA,APOL2,2
RORA,ARHGEF10,2
RORA,BCL2L14,2
RORA,BMX,2
RORA,DENND5B,2
RORA,IL18RAP,2
RORA,LYPD8,2
RORA,NR2E1,2
RORA,YEATS4,2
SIK1,KCNMA1,2
SIK1,SPDYA,2
SLC16A1,FOSB,2
SPDYA,CXCL6,2
TRDC,IFI44,2
TRDC,ISG15,2
TRDC,RSAD2,2
U3,PRF1,2
USP18,BMX,2
YES1,FAM185A,2
ZNF423,APOL2,2
ZNF423,GBP7,2
